device_id,phone_brand,device_model
-4225784705670776991,Huawei,Honor Play 4C
3678643739552452262,Huawei,Honor 6
-1734905340110629404,Huawei,Ascend P8
5989366060480934292,OPPO,A31
-4441830880846779296,Huawei,Honor Play 4C
5215387180197580375,Xiaomi,Mi 2S
6577462434719166813,HTC,G11
-6819783333532267337,Huawei,MT1-U06
-8968148777288988178,HTC,M8
2033650900273119060,Meizu,Charm Blue Note 2
-9105519506827353932,Samsung,Galaxy Note 3
802994172939183130,Meizu,Charm Blue Note 2
-6305151156570003187,Samsung,A360T
1914796158548020304,Samsung,A320T
837153889847651998,Xiaomi,Mi 3
2371092548232926515,Huawei,Glory 7
5248541883492852443,vivo,X5max+
1256208421768705791,HTC,ONE M8
-3506560825725742455,vivo,Xplay
4973126259286231882,Leeco,Super mobile phone 1 Pro
8784453271423427676,Xiaomi,Redmi Note2
-5915225112588479036,Xiaomi,Redmi 2A
-7750896635535335225,Huawei,Mate 7
-2058297558737956305,OPPO,R1C
-6699422547779030654,Lenovo,U817
304314369324106532,Huawei,Honor 6
6097138824814603187,HTC,ONE Me
-7509127332023928061,Logo,M2
-395568074906398371,Xiaomi,Redmi 2
-1564714616853423268,Samsung,Galaxy Note 3
6696940936379634653,Samsung,Galaxy Note 2
2531792365460224255,OPPO,R831T
-8551841736749653450,Huawei,Honor Play 4C
9094330558554507528,Samsung,Golden Fighter A8
-1572578301550423891,vivo,Xperia Z3
474044819217659317,Xiaomi,Mi 2S
-7157776231935510881,Samsung,A8-50
5871411443873383626,vivo,X5max+
-7695628618091264632,OPPO,R821T
-1749808555499007761,Xiaomi,Redmi Note2
6050427999753122734,Huawei,G730-U00
2027165684688173527,Huawei,Ascend P7
-7362115824270136851,Meizu,Charm Blue Note 2
3351806742068107835,vivo,Y913
1538988270809917029,Samsung,A800
5853993141313533756,Xiaomi,Redmi Note2
7597781432019662677,OPPO,Find 5
-8692096885955388191,Samsung,Galaxy S4
2753139369923572164,Xiaomi,Mi 2
50144127857155345,China Mobile,A1
-795066168617073630,Meizu,Charm Blue Note 2
-1272933086384942445,Xiaomi,Red rice
-7433583367353064881,Xiaomi,Mi 2S
6724088030863636411,Meizu,Charm Blue Note 2
4115973365012906207,Lenovo,U960S
928040807049483949,OPPO,R7
-6906765070084588749,Coolpad,T1
8179988562074087872,Samsung,Galaxy mega 5.8
1175409859743430940,Huawei,Honor 6 Plus
-434251298995333593,Samsung,Galaxy Note 3
5159589082918756932,Huawei,C8818
-3331150453309616723,vivo,X5V
-7486188513282089100,Huawei,Honor 6
9042163297766200734,Samsung,Galaxy y
2812954375246668240,OPPO,R7 Plus
-5984858776759897570,Samsung,A880
-659324145722108979,Xiaomi,Redmi 2
5708013177161596530,Huawei,Honor 6
3147519791321963128,Xiaomi,Redmi 2
-3755327857660060696,Huawei,P8 Lite
7013235848797175952,Huawei,Honor 6
-1220551639427631943,Coolpad,Hyun Ying S+
-2503142221914392355,Huawei,C8816
-8213994799606882591,Xiaomi,MI 1S
724348724160631907,Samsung,Galaxy S3
-4118418082338791025,Xiaomi,Redmi 2
8426493741571717342,OPPO,R7
999208698621622641,Huawei,G610S
-3533459353895630838,Xiaomi,Xiaomi Note
3862448815156123127,vivo,Y27
-849016744254547212,Xiaomi,Mi 3
8878683097095120105,Xiaomi,Redmi Note enhanced version
1646397019255299444,Samsung,Galaxy Note 3
-5738324567212019966,Xiaomi,Mi 2S
6184540089752655759,Samsung,Galaxy S6
1930952743219206050,Meizu,Charm Blue Note 2
-3141754102747379606,HTC,802W
-4751445962877299812,Samsung,Galaxy mega 5.8
7093079949348046560,Xiaomi,Red rice
4959706961367348351,Xiaomi,Red rice
-559827801669334814,OPPO,R9
-8354250679043442731,OPPO,R2010
6994087024630479178,Huawei,Honor Play 4
2038345639494282100,One plus,TWO
8231808133513426422,Meizu,Charm Blue Note 2
7983416608248616695,OPPO,R1C
253855783451868066,Xiaomi,Mi 2S
-2394847939195599079,vivo,Y11iw
4515401361693224795,Samsung,S7898
-2663244589524261997,Meizu,MX4 Pro
4790579180809393831,Samsung,Galaxy S4
1158912060209717494,OPPO,R7 Plus
4481434578407705361,Xiaomi,Redmi 1s
1909786607777735274,OPPO,R7
-9186684847106725612,Meizu,MX4 Pro
5613914435405072348,Xiaomi,Redmi Note
-4678568395484275196,Coolpad,Fengshang Pro
-1908092260095305397,Huawei,Honor 6 Plus
6606359905703860891,OPPO,Find 7
8988247126230386273,OPPO,R7 Plus
2406656368728661451,vivo,Xperia Z1
-2568977689350156894,Samsung,Galaxy S3
-2065822981554834969,OPPO,R7
-3570893981204120042,Huawei,Glory 7
8252274479933314841,Samsung,Galaxy S3
-4605721002916812756,Meizu,Charm Blue Note 2
-4461908867601962036,Linguistic,Red chili
-1738774071835303931,TCL,Moma 3n
4869972389635637976,Huawei,Glory 7
9167661189769572837,OPPO,Find 5
8018173545218055634,Meizu,Charm Blue Note
8190795216899395634,OPPO,R819T
196542133890400200,Coolpad,Great God F1Plus
-4511195116569644085,Xiaomi,Redmi Note2
5409957710992653693,Coolpad,Great God F1
923345853643775825,Meizu,Charm Blue Note
7087884637855619685,Huawei,G7 Plus
-1024726968325317803,Meizu,MX5
1271622673586146475,Coolpad,Grand View 4
8980652760622610943,Xiaomi,F303
1802067545378648493,Meizu,Mx4
-2028589348384395931,Banghua,TL1000
-6998090942895814378,Huawei,Ascend P6
-8050110868772896587,Huawei,Ascend P7
-3945250428868635296,LG,Optimus G Pro
-4050966608645973121,Huawei,Honor 6 Plus
2237921149420055154,vivo,Xperia Z1
-3529302849164718406,Samsung,Galaxy S5
783661405875883422,Huawei,Honor Play 4C
-8107307427127356144,OPPO,A51
3692613063133878195,Huawei,Honor 3C Play Version
8121524235612827637,Xiaomi,S7
8495958445280756149,OPPO,U705T
-601883305299256779,Huawei,Mate 7
-5614131496762929887,Xiaomi,Redmi Note2
-424530810202575412,Meizu,MX2
-332081714134335173,Samsung,Galaxy S6
-1962067019177946616,Samsung,Galaxy mega 6.3
-4189611703507660629,Xiaomi,Redmi Note
-1968710108721859763,Samsung,A2580
4642081153091563353,Xiaomi,Redmi Note2
-3129971959821668235,Samsung,Galaxy Note 2
5980062172072080508,OPPO,R1S
1031604095239254172,Samsung,Galaxy Core Max
-4761866090325810221,vivo,X5max
-4742505611676450186,Xiaomi,Mi 4
7355233176398596087,Xiaomi,Mi 2S
-7595345130903817091,Xiaomi,Redmi 2A
-3789640573237930085,Huawei,Honor Play 4X
689451060112259462,OPPO,Ulike2
4133932194575862451,Huawei,Glory 7
6739024476731262782,OPPO,R831T
9006267291796103052,Samsung,Galaxy Infinite
7684002386651649382,Samsung,I8268
3126696057546495889,Huawei,Mate 7
6266619344318877446,Huawei,Ascend P6
3060111094140386823,vivo,Xperia Z
-974572056715260557,Meizu,Charm Blue Note
-7951196223870309521,Xiaomi,Mi 3
-5351117960882439889,OPPO,R7 Plus
-5813589908681082565,Samsung,Galaxy on5
-3220095122154952461,Samsung,Galaxy S5
-3334468769481113574,Huawei,Mate 7
6732954991443080507,Samsung,Galaxy S3
5216428999984268842,Huawei,Honor 6 Plus
5536134125467829004,Xiaomi,Redmi 1s
8364012636075954735,HTC,Desire 816
-9057088077107660246,Samsung,Galaxy Note 2
4566064459669555596,Orange,N1-y
3643964146621654479,Small poplar tree,MM1101
-3795473707635043722,Samsung,A788T
8541553197000453434,OPPO,Find 5
-5564326682801071408,Xiaomi,Mi 2S
5629335513105103713,Xiaomi,Xiaomi 4C
5390138353348988633,China Mobile,N1
1905004368161019237,vivo,Xplay
6282891429454860374,Samsung,Golden Fighter Note8
-8688875491097627349,Xiaomi,Redmi Note2
-5158829376072343969,OPPO,R7
4701135793682865271,Samsung,Galaxy Note 3
-4811228406734340482,vivo,X5Pro
-6510019587260006697,Meizu,MX4 Pro
4768349284167938137,China Mobile,A1
4321805845773554862,Huawei,Honor Play 4
2399106589987177423,Huawei,Y220t
-1532714743168405672,Samsung,Galaxy Note 2
-8805098426539676207,Xiaomi,Redmi Note
-509888591374878017,Meizu,Charm Blue Note 2
-1708234728611669875,Huawei,Honor Play 4C
1468360098941880503,Leeco,Super mobile phone 1 Pro
2934354051212937430,Coolpad,IVVI small i
-4341597463075118283,Huawei,Honor 6
-3792153867158148765,Samsung,A3800D
8027254474522041215,Xiaomi,Mi 4
-4865928427923739744,Meizu,Charm Blue Note
8305454828557341577,Huawei,G620-l75
-4331967373310760303,Ou Boxin,IVO 6688
-359651273864401661,Nubia,Z7 mini
-1329994336203801328,Huawei,Honor 6
-1191951413637256878,Huawei,Honor 3C
-5746932130940372858,Huawei,Ascend G700T
-5555698806472891063,OPPO,R820
8860641348991402604,Samsung,Galaxy S4
8411165336765859406,Huawei,Mate 7
-3292644864914737336,Xiaomi,Mi 2S
4640535653865860425,Samsung,Galaxy Ace
36898248647425298,Xiaomi,Mi 3
-1733649562022269722,Samsung,I8268
-5219191319151501377,Xiaomi,Mi 2S
-3432726010690412110,Huawei,Ascend G7
-1628828169695914555,China Mobile,M812C
-1959338666238320656,Xiaomi,Mi 2
-6901863698669081938,Xiaomi,Redmi Note enhanced version
8651352257339925478,Xiaomi,Mi 2S
-3488528707554498918,Huawei,Mate 7
4771364721221247158,vivo,Y33
2262984536938839455,Meizu,Charm Blue Note 2
7354220928114388864,Huawei,Mai Mang 4
5470088271377811244,Samsung,Galaxy tab 3 8.0
-6476136396324795193,Samsung,Galaxy A8
5438046793992753914,Xiaomi,Mi 4
113329417022324305,Coolpad,5951
2154044300502066502,vivo,X3L
-3178849529465149058,vivo,X5Pro
8394381895329928084,Xiaomi,Mi 2
-7425623315988060455,Huawei,Ascend P8
-8765522053780048018,Xiaomi,Redmi 2A
-5297109530264056439,Samsung,Galaxy S3
5971086595000173750,vivo,X5M
3413372034429242648,Huawei,Honor 3C
-4119191226942918478,vivo,X5L
-154046873120886887,Xiaomi,Redmi Note2
-8814023954487296539,Samsung,Galaxy Note 2
6936045697887214990,Xiaomi,Redmi Note
-7568909915648337127,Xiaomi,Mi 3
6045271668549905146,Xiaomi,Mi 2S
-7226261769823475822,Xiaomi,Redmi Note2
-1307484313037413443,Huawei,Y610-U00
-877142518390276594,Xiaomi,Mi 4
-7110257943051463843,Meizu,MX2
8886686240977307914,OPPO,R7
-6945787210320090280,vivo,X5max+
-2550080532131386443,HTC,M8ST
8679287158362909808,Coolpad,Y80D
4364599824317031660,Samsung,A8-50
9119688050671452067,Coolpad,8720L
7228928375240384626,Coolpad,5891
1787706250381566079,Samsung,Galaxy Trend Duos 2
-4668346570301075873,Xiaomi,Redmi 2
5428821766650838683,Xiaomi,Redmi 2
-5835572964867763870,Samsung,Galaxy Grand 2
-1323353673451839890,vivo,X5M
2115226067894901594,Meizu,Charm Blue Note
-3831204301293358166,Huawei,P8 Lite
-8765329793245217489,Coolpad,9190L
-4555452203851131217,OPPO,R8205
-1619755790479493691,Xiaomi,Redmi 2A
-1838781758998366595,Xiaomi,Mi 4
3842227749690398750,Huawei,Ascend P8
9043366239932666086,Samsung,A360T
3172382863188913246,Huawei,Ascend P8
5751952972306682825,Lenovo,G718C
-7356791296642818797,Huawei,Honor Play 4
-8934667133719676842,Huawei,Mate 7
3413429258283458189,Xiaomi,Mi 3
-4467230984759833457,Huawei,Mate 8
-9038484193497394975,Huawei,Honor Play 4C
-1586998462154746650,Huawei,Honor Play 4C
5294376956492263516,OPPO,R7
-7973083335035896651,Huawei,Mate 7
-5886391052713233395,Xiaomi,Mi 2
3043330681723889002,Samsung,Galaxy S6
7546628750194046141,vivo,Y29L
-6111562459594995007,Xiaomi,Red rice
8169487719892243137,vivo,Xperia T
3426653937901803653,Xiaomi,Redmi Note2
3050125121641118146,Huawei,Honor 6
770848713100602110,Meizu,Charm Blue Note 2
219642933150581669,Xiaomi,Mi 2A
-6479638775407388505,Huawei,Honor 3C
-4593778248051748052,OPPO,R6007
-3498177890603010570,Leeco,Super mobile phone MAX
-4379060956774214872,Xiaomi,Note top version
695053603942646125,Huawei,G7 Plus
-5276508353522536961,OPPO,R7
604601419601042567,Samsung,Galaxy Note 4
-7191412134742008430,Coolpad,7296
-8415130508563035031,Nubia,Z9 mini
4440965891522662609,Huawei,Honor 3C
-7364903052974784058,Xiaomi,Redmi Note2
4280209585108908675,vivo,X5V
6771807105929916883,Huawei,Honor Play 4
-8202893605501281170,OPPO,R7
8335011246796499432,Huawei,Honor 6 Plus
-5998937170771079797,Samsung,Galaxy S4
-4045120770477784274,Meizu,MX3
-5729394417354262401,Xiaomi,Redmi Note2
-771870000357347706,OPPO,Find 5
-5756149523950502351,Xiaomi,Redmi 1s
5096657683218100453,Samsung,Galaxy A7
-6420007343133933337,Huawei,Ascend P7
7342854825302619593,Xiaomi,Mi 3
-2335750445820427989,Coolpad,Great God F1
-8891316860822587526,vivo,Y27
-6468297076396165606,Xiaomi,Mi 4
-3589694972339365850,Samsung,Galaxy Note 3
7032671107346217451,Coolpad,Great God F1
-9029538497254301857,Samsung,A360T
572874306585919597,Samsung,Galaxy A7
-6720555555890762531,Xiaomi,Redmi 2
4570437697312723437,Huawei,Honor 3C
5490242869618199551,Xiaomi,Mi 3
-8823564147392241598,Huawei,Honor 3C
-9059920644235480092,vivo,Xplay
3843084587156128654,Samsung,Galaxy S6 Edge+
4357327989815122096,Xiaomi,Xiaomi 4C
8156469800033678571,Leeco,Super mobile phone 1 Pro
2289311842999845672,Xiaomi,Redmi Note
-6975729420692048003,Huawei,P8 Lite
-203272667145447491,Samsung,Galaxy Note 2
-7022862723619252068,Meizu,Mx4
-5663541923573056210,Xiaomi,Mi 3
-5713765901959373788,Huawei,Honor Play 4X
-6514285191141359690,Samsung,Galaxy Grand Prime
-1366161522302414457,HTC,ONE M8
-6411622257758289246,Huawei,Honor 6
-8735100896304521944,OPPO,R7
5036282764976647000,Xiaomi,Redmi 2
-6850335298524575529,Xiaomi,Redmi 2
8412952159110519565,Meizu,Charm Blue 2
-7243164350999736341,Xiaomi,Redmi 2
-2239285837602809001,OPPO,R8205
-8317364309166287338,Xiaomi,Mi 4
-2500301358614589151,vivo,X5V
3170105358041702088,Huawei,Honor 7i
-787652678411676783,Xiaomi,Redmi Note
-5619045738334550795,Samsung,Galaxy mega 5.8
3640557006227511213,OPPO,R7
-6481100609985356375,Quality rice,R1
-3555436734838334307,Coolpad,5216D
7557761783807469746,Xiaomi,Mi 2S
5505682600504682000,Coolpad,8730L
8540020663298557034,Huawei,Honor Play 4
4561183983846096871,Huawei,Honor Play 4X
6153301122263709234,Xiaomi,Redmi Note
7244893894338755661,Huawei,Honor Play 4X
-1591393139282196478,Xiaomi,Elife S5.5
-2407220776645356540,vivo,Xplay
8614548572474042368,OPPO,R2017
-7493825418224629816,Samsung,A320T
6964745512372550580,Huawei,Honor 6
-2885536211971009785,Xiaomi,Xiaomi Note
2333918732482739905,Xiaomi,Note top version
7726218353029793319,Xiaomi,Redmi 2A
-2541853963328779074,Samsung,Galaxy Note 2
1192250704512749002,OPPO,R1C
-578657399848076340,Huawei,A199
-4803185303956479947,Huawei,Honor Play 4X
-3245013472252417606,vivo,Y23L
9078282559555457773,Xiaomi,Elife S5.5
7971517139161824376,Samsung,Galaxy Note 3
-7443632680011158649,Huawei,Mate 7
-2785047893098693898,Samsung,Galaxy S4
8529049569507109094,Xiaomi,Mi pad
1255425251481350284,OPPO,A31
-424534634550713517,Xiaomi,Mi 2
4886117578493345822,Xiaomi,Red rice
5592895407108366839,Xiaomi,F103
3604227256280420578,OPPO,R821T
-6962265472736622822,Meizu,Charm Blue Note
1637544686258357928,Xiaomi,Redmi 2A
-6174057808207120542,Xiaomi,Xiaomi Note
9070249049906917751,Xiaomi,Redmi Note2
-680679219811230419,Xiaomi,Redmi 1s
3104839847978860967,Meizu,MX5
2895213415101902744,vivo,S7
-6589453603341671166,Huawei,Y635-TL00
6897612701542575515,Xiaomi,Mi 2S
-1084814456946673655,Xiaomi,Redmi 2A
-1439067944533371884,Xiaomi,Redmi Note
6217160955388997302,vivo,X3T
8077091254575121691,Xiaomi,Mi 2S
8246001591021385754,Meizu,Charm Blue Note
3427775350746447354,Xiaomi,Redmi Note2
-4968824142785510520,Samsung,Galaxy S6 Edge
8163899146031106509,Meizu,MX5
3335849188717310879,Xiaomi,GN700T
5981792012754638471,Meizu,Charm blue
-1442960676787274152,Coolpad,8720L
7330249947276425250,Huawei,G510
-54990150609550217,Samsung,Galaxy A5
5596795699507440667,vivo,Y927
-4732550760639132733,OPPO,R1S
-7634352639584590737,Xiaomi,Redmi 2
-7937155800843362422,Samsung,Lenovo Golden Fighter S8
5364022014234567591,Meizu,MX5
-5511509372368690015,Samsung,S5830i
-7919683327767166137,vivo,Xperia u
-4422814970493465565,Coolpad,Great God Note3
1112703298978672517,Xiaomi,Redmi Note
-1778753919305908442,Xiaomi,Mi 3
-290951513253282429,Meizu,Mx4
4741821230127685616,Huawei,Honor 6
-8009788798016019009,Samsung,Galaxy S4
8206019597587140419,Xiaomi,Xiaomi 4C
8106279234301141118,China Mobile,N1
2135641468120303924,Samsung,Galaxy Grand 2
3160702991395163410,Huawei,Glory 7
-2812507786394223295,vivo,Y3T
-4914954375607714814,Samsung,A628T
6251673719290640278,Meizu,Charm Blue 2
-2892341894909693576,Xiaomi,Redmi Note
7905790124204460507,Samsung,Galaxy S4
-3472421148650152313,Xiaomi,Mi 2S
-9016203189439526332,Huawei,B199
5930585617341970360,vivo,S7I
-8358703198824267984,vivo,X5sl
7888731058644171639,Huawei,Ascend P8
6645847625539947699,Huawei,G521
-1734728844444062113,Samsung,S820e
-3365940563489093371,Xiaomi,Redmi Note2
9051269788104560059,Xiaomi,Mi 4
-1100789682011549520,Huawei,Honor 6 Plus
-8841921649552580029,Huawei,Honor 6 Plus
-7410516527666535620,HTC,Desire 820
-5432413304245340654,Xiaomi,Xiaomi 4C
3382858867774285751,Xiaomi,Mi 2C
500707268985662348,Samsung,Galaxy Note 2
5978488513658516558,Xiaomi,Mi one plus
470504367752595121,Samsung,Galaxy Core Prime
2286304803496321677,Samsung,Galaxy A7
1660029714373051571,Huawei,Glory 7
6651109231231447384,Xiaomi,MI 1S
-3101169503069422501,Huawei,B199
1154435742310481152,Huawei,Honor 6 Plus
3637350962093485384,OPPO,A31
-6660941613326191188,Linguistic,Red chili
-4116353010658510903,Coolpad,7236
682614382692443840,TCL,mwah
3662495679554449121,Huawei,Honor Play 4C
-9156732925223170461,vivo,Y13L
-2690429816545473838,Huawei,P8 Lite
-827972642824615474,Coolpad,8195
-4687701953741395386,Linguistic,Little Pepper 4
4208943746152813603,Leeco,Super mobile phone 1 Pro
-7735444697392575879,Huawei,Ascend P7
5632569279814453426,Huawei,Honor Play 5
839340937466452768,Dream rice,P6
7934893026764084496,Asus,Flying horse
1111316685523543530,vivo,Y13T
5566626984069838482,Huawei,Mate 7
-1215162278974310248,Huawei,Ascend P6
-6419731962807450489,Meizu,Charm Blue 2
3636518763278811480,OPPO,1105
-2258313466145425778,Samsung,Galaxy S5
-3549474128972843680,Coolpad,F2
8019993878803564361,Xiaomi,Xiaomi 4C
7450255478604678057,Xiaomi,Redmi 2A
9090487987829556735,Xiaomi,Red rice
5549934581571066018,Hisense,T820
8814338780604265385,Samsung,Galaxy Note 3
-2156185417049408066,Huawei,Ascend P6
-5475891909836759688,Xiaomi,F103
1099774410887417235,vivo,X5M
-4274579148667302161,Xiaomi,Xiaomi 4C
2711988495514101870,HTC,ONE E9
-2734796907861706319,Leeco,Super mobile phone 1
-817155282233867059,Xiaomi,Mi 4
-4282736452060966928,vivo,Xperia S
2188195615588014796,Huawei,Honor 3C
-3894111731255287928,Xiaomi,Mi pad
7707135881310297903,Xiaomi,S5.1pro
2961840306121262235,OPPO,R5
-9114892721978755271,vivo,X3V
-7759874880858736690,Xiaomi,V183
-7381718534959578533,Samsung,Galaxy S5
860178399590946825,Xiaomi,E5
-2946512719695365179,Huawei,Ascend P8
3747084425534038705,Samsung,Galaxy mega 6.3
9167906545660860188,vivo,Y17T
5975229337425450652,vivo,Y18L
-5702584739522553008,Xiaomi,Mi pad
-6139102544645846389,Samsung,Galaxy A7
7208727564378720224,Leeco,Super mobile phone 1
8040454667610288518,Samsung,Galaxy A7
-2982879944776965591,Xiaomi,Redmi 1s
6638718980711715727,Xiaomi,Redmi 2
8561507156224653336,OPPO,R1C
-6290176928207441963,Samsung,Galaxy S3
-119819784756085806,Meizu,MX5
4298627332828127161,Lenovo,Blade S6
-63385397668146612,Coolpad,7296
9131121469436299146,Meizu,Charm Blue Note
7163611158575313858,Samsung,Galaxy S6 Edge
8342801385505786638,HTC,X920e
-1268131465928233803,Huawei,Honor 6 Plus
-6910651408072148429,HTC,T329T
2640265941748108050,Huawei,Mai Mang 4
-1418792188551084465,OPPO,A31
8359030754765899206,Meizu,Charm Blue 2
2540009498749154319,vivo,Y23L
5594097558321786248,Xiaomi,Redmi Note2
636427028444383098,OPPO,R827T
2237396294297702568,vivo,Y20T
8267848618042792407,Xiaomi,Mi 4
6468498217681823666,Huawei,Honor 6 Plus
6249783004438689182,Dream rice,P6
-2065716612577806163,Meizu,Pro5
6799347501335852364,Xiaomi,Xiaomi Note
-130229705740945679,Meizu,M032
-924636969944327740,vivo,Y23L
-8343127907290813770,Xiaomi,Mi 2S
2989757377043949233,Meizu,MX4 Pro
2894628963032491731,Meizu,MX5
1689393119067590011,Huawei,Glory 7
4567546683688274324,Xiaomi,Redmi 2
-1620808350526376540,OPPO,R7 Plus
-966346566990492856,Samsung,Galaxy Note 2
-1580843934578400838,vivo,Y923
706659152373228672,OPPO,R2010
-6236557129737866496,Huawei,Ascend P7
-6947090473341624723,OPPO,Find 7
-1854396199869683337,Huawei,Mate 7
6761126820111658892,Leeco,Super mobile phone 1
-6469448607022233912,Meizu,Charm Blue Note 2
1651397383793408566,vivo,X5Pro
3251295360741621026,Xiaomi,Xiaomi 4C
620615304016028802,vivo,Y37
8916804247954026351,Huawei,Honor 6 Plus
5512239790998881230,Xiaomi,Mi 2S
9041677625852648769,Huawei,Glory 7
-1411493916473143877,Meizu,Mx4
-3484476252137114417,Meizu,MX5
7057358085195819262,Xiaomi,S7
-3717329892434831841,Samsung,Galaxy S2
7798615969696341447,Samsung,G3818
5474322036865158279,Xiaomi,Mi 2A
-3440846057076824087,Xiaomi,Redmi 2A
-2728838614465047682,vivo,Y23L
-3041309915190022671,Samsung,Galaxy Ace 2
6485366547921310824,Meizu,Charm Blue Note
-8614421498211808435,Coolpad,Fengshang Pro
-7710992680900432219,Zuk,Z1
8254016254743354889,Zuk,Z1
862913518490633567,Samsung,Galaxy style duos
3306360654324126757,Huawei,C8816
-7924919342538297254,Meizu,Mx4
3308527956609929530,Xiaomi,Redmi Note
-5736872069906983723,Beautiful map,2
8716388920442826358,Samsung,Galaxy Note 3
1618165088082537159,Lenovo,Q505T
6477840506181412084,vivo,X5V
-6705913082259510088,Samsung,Galaxy Grand Prime
-2500708989251186580,vivo,Y27
-1949837290638860426,Xiaomi,Redmi Note2
8201564342478784289,Samsung,Galaxy Note 3
-2148713585797468577,Meizu,Charm Blue Note
-5445297108896597506,Huawei,Mate S
3438160819816311710,Xiaomi,GN9002
6405592187612229319,Samsung,Galaxy S5
-2657438626894271024,Nubia,Z9 mini
7384746752245585206,vivo,Xplay
-8297467375165356813,Xiaomi,Xiaomi Note
2905362259416474453,OPPO,A31
3427218681087457008,Huawei,Y511-T00
-7549877401314998411,Huawei,Honor Play 5
1443583068743750304,Meizu,MX3
469998145195773439,OPPO,R7S
-6618673355260040454,vivo,Xplay3s
-3439435673836613522,OPPO,R827T
-4843223828232234119,Huawei,Mai Mang 4
-1703688979479660606,Huawei,Honor 7i
-1462996635982372312,Huawei,Honor 6
-4662556354014734573,Samsung,Galaxy Note 3
-8235833582636198668,Nubia,Z5S mini
-4392579922728730866,vivo,Xperia Z3+ Dual
7594215820567965078,Meizu,Charm Blue Note
-372471897503171806,Xiaomi,Redmi 2
-4975746046700648596,Huawei,G750-T20
-8107732852241859737,Samsung,Galaxy Note 3
-7209052652078446342,Xiaomi,Mi 2S
-5103180278391649918,Xiaomi,F103
-1332348745871035092,Samsung,A880
-1586977899967947496,vivo,X5M
-8425803290173875349,vivo,Y27
2117478578312969318,Samsung,Galaxy Note 3
9123553757434096995,OPPO,R7
4009277454911463271,Coolpad,S6
-4042003612077960967,Coolpad,5891
4052716219356516998,Xiaomi,Mi 4
-8569436796941973472,Xiaomi,Redmi Note2
-219566543073577181,Coolpad,F2
-2834709752193905854,Xiaomi,Redmi 2A
-500910084083729462,Huawei,Ascend P8
-4661110317294788178,vivo,Y27
6139191850225940572,Nubia,Z9 max
-5570069635564982664,Xiaomi,Redmi Note2
-5027105418861253493,OPPO,R7 Plus
350172244751013616,Huawei,Honor Play 4X
-3074968739349986912,Samsung,Galaxy S3
-7750884207853054693,Cooler,M1
-6983854602006184017,Xiaomi,Redmi Note
2924672840666754168,Samsung,A678T
-120167587388714554,Meizu,Mx4
-4220267852599473240,Samsung,Galaxy Note 2
-2249620261659740121,Huawei,Ascend P6
-7490571551743817699,Xiaomi,Redmi Note2
8273285527857597784,Xiaomi,Xiaomi Note
-1737856144834360198,Listen to,Little apple
821550655061222808,Meizu,MX3
4650442011948206204,Huawei,P8 Lite
5273844604325941481,Samsung,Galaxy S3
9061435821474308060,Samsung,Galaxy Note 2
4758281315206763063,Amagatarai,L820
-3121045735413059,vivo,Y23L
938735566369219093,Huawei,Hn3-u01
-5186082548003305595,Xiaomi,Redmi Note
-7501473320008184193,vivo,Y13
-3253792369341898319,Samsung,Galaxy Note 2
-3477007002438333144,OPPO,R7 Plus
-4881987769885822147,OPPO,A33
-686585106636193212,Samsung,Galaxy S4 ZOOM
-415053207757891917,Huawei,Mate 7
728437282882160331,Xiaomi,Mi 2S
-919130756978290846,Samsung,Galaxy S6 Edge
7545784246576329601,Samsung,Galaxy S3 Neo+
8324349833413119099,Xiaomi,Mi 3
667621262926698777,Xiaomi,Redmi Note2
5720009537079439656,Xiaomi,Redmi Note
-4938354094705309882,Coolpad,Great God Note3
-3041504961684287407,Huawei,Honor 6
-2384237938354017806,Samsung,Galaxy A8
3231271499341413123,vivo,S7I
2611425344108514490,Xiaomi,Xiaomi Note
-6815121365017318426,Samsung,Galaxy A7
-6084456645747039820,Huawei,Honor Play 4X
-8287083424919516018,Meizu,Charm Blue Note 2
1402219483063269908,Huawei,Mate 7
5420666990966532021,Samsung,Galaxy Note 2
-1776025816083349944,Xiaomi,Mi 4
767985955331576938,Linguistic,Red chili
505465919139276509,LG,P970
-3461786548331954322,vivo,X5Pro
-2162802685025254699,OPPO,U705T
-8902567617278771879,Lenovo,V5 MAX
-2145262311092101395,Xiaomi,Redmi Note2
-5602517109606228066,Samsung,Galaxy S5
3279252934780268980,Xiaomi,Mi 3
4255138513457055870,Huawei,Mate 7
-2821281501191634950,OPPO,Find 7
-5883243101063146399,Samsung,Galaxy Grand Prime
-8818785593496509383,OPPO,R7
7552416275528616258,vivo,X5max
-4652123071322361279,Xiaomi,Xiaomi Note
1885626787384147831,Samsung,Galaxy A7
-1849323198118118559,Meizu,Mx4
5248572153803461865,Huawei,Honor 3X Play Edition
-8925545099596828179,OPPO,R1
-1860518140685190905,Xiaomi,Redmi Note enhanced version
-1280327944751299061,Samsung,Golden Fighter A8
2494913148119994381,Xiaomi,Mi 3
2798020449303271847,Quality rice,3
-3079524625527141664,Xiaomi,Mi 4
-6446585680002118307,OPPO,R827T
1352437678436500064,OPPO,R7 Plus
-543338570351957775,OPPO,R7
3465233553168686740,Coolpad,Great God F1Plus
7081514496505343782,Huawei,G520-T10
8246256169695630936,Huawei,Ascend P6
-7836915729198970319,Huawei,P8 Lite
4329383567638697161,Huawei,Mate 2
